Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ETF
2018-08-07 00:00:00-04:00,22.29101740719706,22.36494390637074,22.186807477233092,22.24024772644043,37900,0.0,0.0,0.0,FTXN
2018-08-08 00:00:00-04:00,21.985509729828348,22.017573533023164,21.91960004600143,21.990854263305664,2800,0.0,0.0,0.0,FTXN
2018-08-09 00:00:00-04:00,21.839439329049885,21.955226797703485,21.78599739074707,21.78599739074707,3900,0.0,0.0,0.0,FTXN
2018-08-10 00:00:00-04:00,21.732558371435623,21.928508758544922,21.723651381218414,21.928508758544922,4000,0.0,0.0,0.0,FTXN
2018-08-13 00:00:00-04:00,21.7058389731553,21.89288067012296,21.367380142211914,21.367380142211914,22100,0.0,0.0,0.0,FTXN
2018-08-14 00:00:00-04:00,21.45644719893983,21.632801517589993,21.416366594754134,21.498308181762695,55400,0.0,0.0,0.0,FTXN
2018-08-15 00:00:00-04:00,21.171435083070158,21.31038109555685,20.449984045561774,20.591602325439453,35400,0.0,0.0,0.0,FTXN
2018-08-16 00:00:00-04:00,20.601394625238196,20.752810050448964,20.592489334491585,20.6236629486084,137300,0.0,0.0,0.0,FTXN
2018-08-17 00:00:00-04:00,20.731433615221068,20.7706240296113,20.54350174121243,20.6236629486084,3900,0.0,0.0,0.0,FTXN
2018-08-20 00:00:00-04:00,20.574679333644234,21.072568765311857,20.574679333644234,20.939857482910156,66000,0.0,0.0,0.0,FTXN
2018-08-21 00:00:00-04:00,21.305036375153765,21.411918575687295,21.224875149462353,21.24268913269043,156400,0.0,0.0,0.0,FTXN
2018-08-22 00:00:00-04:00,21.625682019730938,21.741469517015346,21.625682019730938,21.66130828857422,3600,0.0,0.0,0.0,FTXN
2018-08-23 00:00:00-04:00,21.581142845168653,21.759279251098633,21.519685802111155,21.759279251098633,4800,0.0,0.0,0.0,FTXN
2018-08-24 00:00:00-04:00,21.95522913299269,22.213526765759962,21.95522913299269,21.964136123657227,22000,0.0,0.0,0.0,FTXN
2018-08-27 00:00:00-04:00,22.20906676216401,22.20906676216401,22.02736963517494,22.133359909057617,8700,0.0,0.0,0.0,FTXN
2018-08-28 00:00:00-04:00,22.30259421639962,22.30259421639962,21.997981261819195,22.053203582763672,18800,0.0,0.0,0.0,FTXN
2018-08-29 00:00:00-04:00,22.017577927924673,22.489638273564204,22.017577927924673,22.395225524902344,14300,0.0,0.0,0.0,FTXN
2018-08-30 00:00:00-04:00,22.462912671148832,22.49854062898866,22.249150020613456,22.38275146484375,3400,0.0,0.0,0.0,FTXN
2018-08-31 00:00:00-04:00,22.44510785758249,22.44510785758249,22.104868561668038,22.25271987915039,9500,0.0,0.0,0.0,FTXN
2018-09-04 00:00:00-04:00,22.24915470382418,22.4281813223331,22.18769765279859,22.206401824951172,8400,0.0,0.0,0.0,FTXN
2018-09-05 00:00:00-04:00,22.07992966992751,22.195717173794776,21.883979234226615,22.170778274536133,7800,0.0,0.0,0.0,FTXN
2018-09-06 00:00:00-04:00,22.38275648453647,22.38275648453647,21.63458788929109,21.639930725097656,2900,0.0,0.0,0.0,FTXN
2018-09-07 00:00:00-04:00,21.48316959127588,21.581143086682587,21.321955275699423,21.412805557250977,108000,0.0,0.0,0.0,FTXN
2018-09-10 00:00:00-04:00,21.61677458066713,21.72365508382114,21.47515630009485,21.519689559936523,4800,0.0,0.0,0.0,FTXN
2018-09-11 00:00:00-04:00,21.634586530980332,21.901789462589345,21.634586530980332,21.812721252441406,110300,0.0,0.0,0.0,FTXN
2018-09-12 00:00:00-04:00,22.04429635366504,22.10664358669014,21.812719703261326,21.937414169311523,57900,0.0,0.0,0.0,FTXN
2018-09-13 00:00:00-04:00,21.788673611873378,21.925839239809342,21.788673611873378,21.870616912841797,3200,0.0,0.0,0.0,FTXN
2018-09-14 00:00:00-04:00,21.884906146563125,21.965299815647302,21.884906146563125,21.938501358032227,31200,0.071,0.0,0.0,FTXN
2018-09-17 00:00:00-04:00,22.009961750084674,22.009961750084674,21.759849632590722,21.80451202392578,36100,0.0,0.0,0.0,FTXN
2018-09-18 00:00:00-04:00,22.081421725145393,22.143951455806814,21.94743285267853,22.001028060913086,12400,0.0,0.0,0.0,FTXN
2018-09-19 00:00:00-04:00,21.89562417735133,21.947433846455205,21.71518566190804,21.733051300048828,21300,0.0,0.0,0.0,FTXN
